iter	Logloss
137	0.2342745789
138	0.2333348811
139	0.2321239744
140	0.2313837574
141	0.2298639656
142	0.229052848
143	0.2279683331
144	0.226485222
145	0.2254289095
146	0.2241755241
147	0.2228001547
148	0.2219823248
149	0.2210369504
150	0.2198335601
151	0.2189381316
152	0.2179792841
153	0.2172274373
154	0.2163500658
155	0.215368701
156	0.2144838826
157	0.2134736687
158	0.2124120949
159	0.2116318868
160	0.2106884113
161	0.2099626079
162	0.2091506509
163	0.2085231274
164	0.2078423529
165	0.2068730473
166	0.2058224449
167	0.2050245037
168	0.2042952071
169	0.2036221924
170	0.2026196978
171	0.2016829337
172	0.200804884
173	0.1999512201
174	0.1992988165
175	0.1985816048
176	0.1977890593
177	0.1966178363
178	0.1960302019
179	0.1955477441
180	0.1946535096
181	0.1939505785
182	0.1928305123
183	0.1919679618
184	0.191002675
185	0.1899997552
186	0.1892829395
187	0.1886677723
188	0.1879241875
189	0.1872320064
190	0.1866614505
191	0.1859445723
192	0.1850823907
193	0.1843247434
194	0.1838401264
195	0.1834149843
196	0.1828699535
197	0.1818775161
198	0.181254272
199	0.1804910372
200	0.179964985
201	0.1794383196
202	0.1788298059
203	0.1780684491
204	0.1774668607
205	0.1769827415
206	0.1764417608
207	0.1760582763
208	0.1754971955
209	0.1747307092
210	0.1740324193
211	0.173647714
212	0.1731815733
213	0.1726579536
214	0.1717587192
215	0.1712174325
216	0.1706153473
217	0.1698972082
218	0.1694554088
219	0.1689561243
220	0.1684944885
221	0.1681004454
222	0.1675877794
223	0.1670412705
224	0.1662173799
225	0.1657547163
226	0.1651439858
227	0.1647227103
228	0.1643337735
229	0.1637816895
230	0.163113683
231	0.1626210701
232	0.1620150095
233	0.1614632204
234	0.1609676551
235	0.1605332445
236	0.1599337909
237	0.1595441347
238	0.1590840217
239	0.1586121844
240	0.1581091538
241	0.15763968
242	0.1569958519
243	0.1564363306
244	0.1558148302
245	0.1552769359
246	0.1546686273
247	0.1543070279
248	0.1538840139
249	0.1530566123
250	0.1524305221
251	0.1517643005
252	0.1512894405
253	0.1509483168
254	0.1506032594
255	0.1501723501
256	0.1498428789
257	0.149279204
258	0.1490057632
259	0.1485565466
260	0.1481364516
261	0.1474632235
262	0.1467591236
263	0.1462930022
264	0.1457891331
265	0.1451378083
266	0.1446779286
267	0.1442482938
268	0.1439684264
269	0.1435304122
270	0.1432766988
271	0.1429109002
272	0.14241918
273	0.1419307261
274	0.1413792279
275	0.1408720161
276	0.1405856527
277	0.1403082171
278	0.1400749353
279	0.1396388887
280	0.1393769424
281	0.1389054573
282	0.138449944
283	0.1382822638
284	0.1378760834
285	0.1373140931
286	0.1368542755
287	0.136419189
288	0.1359070993
289	0.1353824919
290	0.1350105322
291	0.1346646339
292	0.1343102467
293	0.13391351
294	0.1334017347
295	0.1330823927
296	0.1328404788
297	0.1322612522
298	0.1318685862
299	0.1316256332
300	0.131185136
301	0.1308580942
302	0.1305953414
303	0.1301093954
304	0.1297026995
305	0.1295839187
306	0.1293252012
307	0.1290296018
308	0.1287081211
309	0.1283309772
310	0.1279799588
311	0.1276247425
312	0.1273630235
313	0.127166206
314	0.1269844093
315	0.1267706311
316	0.1264653618
317	0.126096026
318	0.1257781667
319	0.1254713781
320	0.1250440519
321	0.1245902146
322	0.1243050467
323	0.1239194293
324	0.123566264
325	0.123172496
326	0.1228350377
327	0.1226153497
328	0.1223158382
329	0.1218821396
330	0.1216108329
331	0.1212898193
332	0.1212288967
333	0.1209032789
334	0.1207323745
335	0.1205516986
336	0.120212885
337	0.1199976523
338	0.1195943603
339	0.1194301187
340	0.1191801014
341	0.1187973657
342	0.118545332
343	0.1183049381
344	0.1180000243
345	0.1176975339
346	0.117267178
347	0.1168473126
348	0.1167153339
349	0.1164557243
350	0.1162254903
351	0.1159891004
352	0.1158319469
353	0.1155209542
354	0.1153033087
355	0.1151504166
356	0.1149367034
357	0.1147974279
358	0.1144185722
359	0.1141237258
360	0.1139419724
361	0.1138386844
362	0.1135147981
363	0.1133670721
364	0.1131873623
365	0.1129346592
366	0.1126574275
367	0.112609099
368	0.112312111
369	0.1120628466
370	0.1118334959
371	0.1114593859
372	0.1113038652
373	0.111034652
374	0.1107772767
375	0.1103024852
376	0.1099566561
377	0.1098536493
378	0.1096997846
379	0.1094452883
380	0.1091382987
381	0.1088927384
382	0.1086356512
383	0.1084092165
384	0.1082114966
385	0.1079840908
386	0.1076768359
387	0.1075558309
388	0.1073720544
389	0.107211251
390	0.1068805267
391	0.1066111999
392	0.1063071081
393	0.1062187771
394	0.1060184428
395	0.1057326479
396	0.1054234471
397	0.1050820378
398	0.104723177
399	0.1043930671
400	0.1041575826
401	0.1039193974
402	0.1037738323
403	0.1034882278
404	0.103184606
405	0.1029407921
406	0.1026774577
407	0.1024922371
408	0.1022307861
409	0.1020233274
410	0.1018480804
411	0.1016829563
412	0.1014911504
413	0.1012526414
414	0.1009372924
415	0.1007935628
416	0.1005008153
417	0.1003037522
418	0.1001502189
419	0.100062618
420	0.09982084029
421	0.09963342117
422	0.09946362637
423	0.09933368338
424	0.09914475339
425	0.09900773343
426	0.0987862105
427	0.09862045142
428	0.09840137053
429	0.09812521382
430	0.09799901518
431	0.09781645976
432	0.09756325266
433	0.09741742874
434	0.09724753324
435	0.09692019052
436	0.09665465187
437	0.0964552061
438	0.09618162217
439	0.09589112148
440	0.09565739504
441	0.09553469715
442	0.09543497576
443	0.09536451033
444	0.0951247358
445	0.09497566525
446	0.09474127568
447	0.09456301459
448	0.09437717127
449	0.09425595823
450	0.09399208252
451	0.09366022034
452	0.09342934611
453	0.09319043434
454	0.09299829054
455	0.09280903756
456	0.09254842704
457	0.09235038948
458	0.09191684284
459	0.09172190323
460	0.0916221923
461	0.09137134036
462	0.0912719265
463	0.09107973748
464	0.09090787245
465	0.0907349892
466	0.09042263856
467	0.0901877521
468	0.09003764381
469	0.08978250567
470	0.08973454546
471	0.08944655485
472	0.08934416559
473	0.08923592224
474	0.08898980128
475	0.08893038709
476	0.08880982447
477	0.0886178217
478	0.0884550166
479	0.08829657212
480	0.08812203791
481	0.08792562392
482	0.08775779447
483	0.08758213761
484	0.08749198132
485	0.08738307894
486	0.0871441297
487	0.08687632663
488	0.0866880749
489	0.08643254708
490	0.08642887117
491	0.08624691257
492	0.08607285502
493	0.08591395681
494	0.08558112516
495	0.0853404409
496	0.08516980396
497	0.08505681284
498	0.08489834412
499	0.08460603235
500	0.08432006682
501	0.08413694616
502	0.08387186568
503	0.08376144349
504	0.08365308623
505	0.08351482927
506	0.08343041833
507	0.08328364305
508	0.08309658896
509	0.0828870149
510	0.08262117695
511	0.08245072608
512	0.08218570263
513	0.08200268954
514	0.08182087688
515	0.08162859876
516	0.0815107483
517	0.08132560277
518	0.08116647146
519	0.08086258869
520	0.08072297275
521	0.08058495564
522	0.0804882592
523	0.08029212652
524	0.08006751776
525	0.0799367761
526	0.07989472384
527	0.07979567779
528	0.07969875091
529	0.07958197558
530	0.07937323012
531	0.07924556759
532	0.07900908934
533	0.07888717507
534	0.07874022056
535	0.07861704738
536	0.07839728709
537	0.07827126321
538	0.07811002207
539	0.07797576774
540	0.07789663039
541	0.07784790906
542	0.07749655546
543	0.07738556818
544	0.0772134496
545	0.07714133538
546	0.07702719199
547	0.07694838829
548	0.07675749043
549	0.07662822215
550	0.07658276581
551	0.07643061558
552	0.07632460055
553	0.07619252815
554	0.07592407041
555	0.07565992246
556	0.07555620237
557	0.07549023333
558	0.07536706385
559	0.07520411019
560	0.07503739444
561	0.07486780295
562	0.07465141165
563	0.07450688593
564	0.07433326279
565	0.07413256581
566	0.07393650992
567	0.07374116409
568	0.07355452856
569	0.07342220435
570	0.07320079839
571	0.07294407833
572	0.07269726471
573	0.0725853626
574	0.07246382415
575	0.07236101214
576	0.07216802443
577	0.07204341289
578	0.07182058052
579	0.0716509256
580	0.07150675848
581	0.07127804906
582	0.07107410979
583	0.07088899808
584	0.07080136242
585	0.07064556966
586	0.07049660169
587	0.07040845567
588	0.07029819923
589	0.07015829094
590	0.06998581714
591	0.06983417267
592	0.06965837056
593	0.06950810729
594	0.06945568467
595	0.06936537824
596	0.06922761659
597	0.06906878514
598	0.06889536681
599	0.06877049419
600	0.06850909523
601	0.06839293022
602	0.06828949599
603	0.06813744178
604	0.06802119483
605	0.06784967417
606	0.0677687813
607	0.06767338903
608	0.06756083432
609	0.06750845814
610	0.06740366895
611	0.06732052748
612	0.06715212212
613	0.06688862357
614	0.06679815872
615	0.0667451044
616	0.06653129335
617	0.06637252785
618	0.06620721552
619	0.06601581181
620	0.06591308882
621	0.06588219403
622	0.06575044904
623	0.06566136701
624	0.06558897849
625	0.06539032685
626	0.06530954759
627	0.0651974979
628	0.06501974092
629	0.06490774062
630	0.0648273379
631	0.06469315449
632	0.06460596869
633	0.06443335026
634	0.06435408836
635	0.06423444395
636	0.06398735916
637	0.06382796564
638	0.06361451153
639	0.06343487643
640	0.06332246523
641	0.06321265011
642	0.06310326388
643	0.06303057967
644	0.06297370234
645	0.06283947293
646	0.06260733448
647	0.06247360627
648	0.06231979598
649	0.06226338802
650	0.06220473424
651	0.06211249982
652	0.06199832801
653	0.06196045439
654	0.06185067556
655	0.06178742107
656	0.06163442687
657	0.0614530065
658	0.06134390769
659	0.06124657408
660	0.0610782667
661	0.06092101312
662	0.06084353255
663	0.06073999859
664	0.06056491215
665	0.06045960063
666	0.06040456838
667	0.06033791228
668	0.06024670552
669	0.06010885466
670	0.06000472285
671	0.05991262955
672	0.05976083579
673	0.05963034337
674	0.05943665066
675	0.05932733502
676	0.05916891894
677	0.05899848693
678	0.05881082419
679	0.05871091347
680	0.0585973825
681	0.0584935251
682	0.05831895412
683	0.05820173281
684	0.05809143488
685	0.05798864842
686	0.05792282932
687	0.05784619046
688	0.05766282684
689	0.05753695579
690	0.0574268528
691	0.05734825759
692	0.05723045862
693	0.05716266623
694	0.05706816749
695	0.05698690283
696	0.05684614909
697	0.05670643145
698	0.05663384476
699	0.05651516892
700	0.05647192892
701	0.05640841936
702	0.05627765975
703	0.05614526751
704	0.05607776811
705	0.05593457139
706	0.05585955239
707	0.05576797333
708	0.05564214063
709	0.05554568726
710	0.05544413373
711	0.05527460868
712	0.05512259196
713	0.05505045077
714	0.05496274469
715	0.05488216939
716	0.05474864832
717	0.05465958494
718	0.05452389863
719	0.0543516065
720	0.05427228601
721	0.05419183196
722	0.05405478123
723	0.05393427355
724	0.05386595344
725	0.05376096653
726	0.05358875067
727	0.0534734335
728	0.05339417061
729	0.05326161323
730	0.05319246131
731	0.05314316698
732	0.05299060268
733	0.05295425297
734	0.05286482017
735	0.05272800924
736	0.05267394733
737	0.05260964946
738	0.05255289844
739	0.05245611033
740	0.05236823655
741	0.05222252639
742	0.05208694529
743	0.05195429912
744	0.05185118543
745	0.05172974275
746	0.05165934299
747	0.05163647513
748	0.05156735756
749	0.05151504904
750	0.05145757418
751	0.05142129322
752	0.05126854772
753	0.05115787068
754	0.05112632523
755	0.0510319538
756	0.05092176585
757	0.05080148077
758	0.05067088056
759	0.05062014066
760	0.05053711978
761	0.05040797682
762	0.05027022169
763	0.05016715885
764	0.04999160573
765	0.04989477944
766	0.04979329116
767	0.04963959509
768	0.04950188088
769	0.0493582566
770	0.0491916788
771	0.04911201313
772	0.04902332175
773	0.04892097065
774	0.04882554328
775	0.04872332769
776	0.04859750359
777	0.04850095595
778	0.04841386562
779	0.04836065383
780	0.04826597896
781	0.0482055375
782	0.04813370228
783	0.04808212808
784	0.04793456356
785	0.04786781559
786	0.04779653239
787	0.04766703151
788	0.04755245478
789	0.0474870862
790	0.04737993856
791	0.04727543826
792	0.04721866795
793	0.04713636379
794	0.04707348516
795	0.0469536091
796	0.04684814302
797	0.04679623744
798	0.04674062151
799	0.04665390005
800	0.04654373733
801	0.0464756491
802	0.04639011423
803	0.04633408174
804	0.04623836475
805	0.04614299313
806	0.04612681863
807	0.04601577489
808	0.04592806383
809	0.04589887983
810	0.04579341239
811	0.04569143766
812	0.04560263723
813	0.04548048649
814	0.04540918109
815	0.04533821024
816	0.04523809178
817	0.04520460818
818	0.04518031239
819	0.04513512394
820	0.04506024847
821	0.04499392211
822	0.0449497918
823	0.04492605767
824	0.04489879237
825	0.04480233568
826	0.04472457559
827	0.04470315957
828	0.04456200068
829	0.04448662459
830	0.04439032145
831	0.04430129962
832	0.04420434492
833	0.04414062875
834	0.04408265165
835	0.04401075937
836	0.04395232427
837	0.04390681951
838	0.04383743679
839	0.04377524216
840	0.04375182982
841	0.04373349219
842	0.04364998247
843	0.04353951587
844	0.04343664639
845	0.04335537607
846	0.04330438118
847	0.04321916787
848	0.04310918241
849	0.04305683066
850	0.04299480874
851	0.04289172536
852	0.04283215351
853	0.04279475498
854	0.04276491751
855	0.04269501808
856	0.04264201467
857	0.04253260638
858	0.04245400193
859	0.04242198844
860	0.04230940779
861	0.04218700075
862	0.04207606705
863	0.0419931391
864	0.04193479746
865	0.04181271794
866	0.04173158019
867	0.04170202994
868	0.04158597399
869	0.0415658174
870	0.04150848364
871	0.04148047012
872	0.0413968956
873	0.04138456024
874	0.04133935833
875	0.04124348881
876	0.04118038245
877	0.04111544434
878	0.04108226473
879	0.04104787779
880	0.04097319919
881	0.04092888849
882	0.04083673236
883	0.04075970067
884	0.04067145607
885	0.04059728523
886	0.04052600438
887	0.04044975914
888	0.04038884961
889	0.04030629862
890	0.04024635421
891	0.0402108627
892	0.04017455847
893	0.04010695321
894	0.04003265509
895	0.0399845166
896	0.03994779823
897	0.03985634449
898	0.03976312544
899	0.03969741172
900	0.03967686022
901	0.03964194307
902	0.03956727856
903	0.0395484107
904	0.03949644302
905	0.03941245258
906	0.03934887293
907	0.03931369339
908	0.03926855228
909	0.03922658029
910	0.03917406908
911	0.03916052677
912	0.03913932516
913	0.03910019325
914	0.03904372075
915	0.03896405602
916	0.03886675391
917	0.03878931579
918	0.03870293728
919	0.03869581775
920	0.03861829259
921	0.03850897428
922	0.03844705023
923	0.03843867484
924	0.03843180495
925	0.03833590759
926	0.03829025971
927	0.03826369209
928	0.03825691669
929	0.03824610498
930	0.0381955928
931	0.0381609689
932	0.03805905893
933	0.03800226571
934	0.03792102908
935	0.03790328408
936	0.03789142516
937	0.03785936797
938	0.03774216391
939	0.03766233856
940	0.03762599176
941	0.0375933484
942	0.03757340757
943	0.03747547531
944	0.03742024004
945	0.03737762948
946	0.03733563455
947	0.03731231565
948	0.03726330002
949	0.03719303997
950	0.03712504369
951	0.03707863994
952	0.03704768455
953	0.03699003136
954	0.03695547552
955	0.0368982933
956	0.03686611077
957	0.03679586047
958	0.03678953155
959	0.03669574011
960	0.03664841214
961	0.03659998289
962	0.03658358751
963	0.03654586511
964	0.03649044738
965	0.03637982219
966	0.03633176203
967	0.03624085495
968	0.03623373766
969	0.03621824065
970	0.03620147173
971	0.03614296899
972	0.03608805317
973	0.03601866617
974	0.03591930196
975	0.03584972011
976	0.03580804123
977	0.03574487147
978	0.03570011059
979	0.03568252466
980	0.03562200786
981	0.03554194301
982	0.03549430543
983	0.03546248186
984	0.03539674687
985	0.03533227445
986	0.0352846753
987	0.03521608197
988	0.03517531215
989	0.03510446671
990	0.03505225427
991	0.03497490423
992	0.03489724699
993	0.03487557722
994	0.03479644029
995	0.03473409585
996	0.03469368422
997	0.03462341542
998	0.03453335371
999	0.03450213634
